register;country;description;designation;points;price;province;region_1;region_2;taster_name;taster_twitter_handle;title;variety;winery;ajuste_vaiety
112518;US       ;A unique offering of the variety, this wine displays aromas of fresh and dried tobacco, allspice, smoke and blue fruit. The plum flavors are sweet and supple, showing good concentration with a mesquite-filled finish.                                                                                                                ;                                                                ;88;29;Idaho            ;                          ;                 ;Sean P. Sullivan  ;@wawinereport   ;Huston 2012 Malbec                                                                                ;Malbec                    ;Huston                         ;Wine Malbec   
112564;US       ;Aged in equal parts French and American oak (43% new), this initially puts barrel tones in the lead. Notes of toasty spices, cocoa, toffee and coffee come out in front of blue and black fruit. The flavors are sweet but reserved in style, trailing toward the finish. There's a lot to enjoy but the oak seems a little overweighted;Estate Grown                                                    ;88;45;Washington       ;Red Mountain              ;Columbia Valley  ;Sean P. Sullivan  ;@wawinereport   ;Obelisco Estate 2012 Estate Grown Malbec (Red Mountain)                                           ;Malbec                    ;Obelisco Estate                ;Wine Malbec   
112566;US       ;The aromas on this wine are light and elusive, with notes of black pepper, dried flowers and green herbs. It's elegant in style with tart acids and rustic tannins.                                                                                                                                                                     ;Amparo Estate                                                   ;88;47;Washington       ;Walla Walla Valley (WA)   ;Columbia Valley  ;Sean P. Sullivan  ;@wawinereport   ;àMaurice 2011 Amparo Estate Malbec (Walla Walla Valley (WA))                                      ;Malbec                    ;àMaurice                       ;Wine Malbec   
112636;Argentina;Fiery, spicy, herbal black fruit aromas set up a tight, herbal palate with oak in support. Flavors are sweet and also creamy due to ample oak, while the finish is light in fruit, with a tomato accent.                                                                                                                                ;Natal                                                           ;84;15;Mendoza Province ;Mendoza                   ;                 ;Michael Schachner ;@wineschach     ;Alpamanta 2009 Natal Malbec (Mendoza)                                                             ;Malbec                    ;Alpamanta                      ;Wine Malbec   
112676;France   ;The top wine of Château du Cèdre is beautifully balanced, its chewy tannins given the right perspective by the impressively dark fruits. The wine is brooding, profound, concentrated and complex. Age for at least 6 years.                                                                                                            ;Le Cèdre                                                        ;94;56;Southwest France ;Cahors                    ;                 ;Roger Voss        ;@vossroger      ;Château du Cèdre 2008 Le Cèdre Malbec (Cahors)                                                    ;Malbec                    ;Château du Cèdre               ;Wine Malbec   
112718;Argentina;Earth, rubber and blunt black fruit aromas mix with air freshener on the boisterous nose. It's big and rugged in the mouth, with over-the-top herbal fruit and burnt earth. Charred on the finish, with mild bitterness. Funky in the Cafayate mold.                                                                                    ;                                                                ;84;26;Other            ;Cafayate                  ;                 ;Michael Schachner ;@wineschach     ;Coquena 2010 Malbec (Cafayate)                                                                    ;Malbec                    ;Coquena                        ;Wine Malbec   
112986;US       ;This is a thick and burly version of the variety from a rocky, high-elevation appellation well known for Zinfandel. Leathery tar overlaps with herbal, vegetal elements before a bittersweet finish.                                                                                                                                    ;                                                                ;86;42;California       ;Rockpile                  ;Sonoma           ;Virginie Boone    ;@vboone         ;Keating 2012 Malbec (Rockpile)                                                                    ;Malbec                    ;Keating                        ;Wine Malbec   
112996;US       ;Dense blueberry, concentrated purple flowers and a touch of tar show on the nose of this bottling of a fairly rare grape in the region. The palate intrigues with tar, beef crust and tart, tannic elderberry fruit, but it's quite wound up in a very solid structure that still needs time to unwind.                                 ;                                                                ;86;30;California       ;Santa Barbara County      ;Central Coast    ;Matt Kettmann     ;@mattkettmann   ;Rancho Sisquoc 2013 Malbec (Santa Barbara County)                                                 ;Malbec                    ;Rancho Sisquoc                 ;Wine Malbec   
113426;France   ;Solid wine, very much dominated by dry tannins. The fruit is in the bright style of juiciness from the estate, just softened with extra aging.                                                                                                                                                                                          ;Prestige                                                        ;89;19;Southwest France ;Cahors                    ;                 ;Roger Voss        ;@vossroger      ;Château Saint-Sernin 2005 Prestige Malbec (Cahors)                                                ;Malbec                    ;Château Saint-Sernin           ;Wine Malbec   
113632;Argentina;Reduced, jammy berry aromas open this loud Malbec that ambles across the palate with no sense of restraint. All about gritty, screaming red-fruit flavors and baked notes, it lacks elegance.                                                                                                                                           ;Estilo                                                          ;86;14;Mendoza Province ;Mendoza                   ;                 ;Michael Schachner ;@wineschach     ;Pampas del Sur 2014 Estilo Malbec (Mendoza)                                                       ;Malbec                    ;Pampas del Sur                 ;Wine Malbec   
113640;Argentina;With an opaque purple tint and super-concentrated aromas of blackberry and violet petals, this is an in-your-face Malbec that pulls no punches. The “Enemy,” which is really your friend, pushes blackberry, licorice, chocolate and floral flavors on a frame that expands as it airs out. Drink now through 2019.                     ;                                                                ;93;30;Mendoza Province ;Mendoza                   ;                 ;Michael Schachner ;@wineschach     ;El Enemigo 2011 Malbec (Mendoza)                                                                  ;Malbec                    ;El Enemigo                     ;Wine Malbec   
113652;Argentina;Initial oak-based scents of plastic and rubber give way to minerality and stony aromas of cassis and plum. In the mouth, this youngster is wide, jammy, fleshy and chewy. Flavors of earthy, loamy black fruits and licorice pick up herb, spice and anise flavors on a forward-leaning finish. Drink from 2015–2020.                   ;Aluvional                                                       ;92;90;Mendoza Province ;La Consulta               ;                 ;Michael Schachner ;@wineschach     ;Zuccardi 2010 Aluvional Malbec (La Consulta)                                                      ;Malbec                    ;Zuccardi                       ;Wine Malbec   
113662;Argentina;"Nice and ripe, with cassis, blackberry and some oaky softness up front. The palate is convincing and properly textured, and it deals tasty cassis and plum-like flavors. Across the board this wine is comfortable and comforting; it finishes short but composed, with honest Malbec color, feel and flavor components.                ";Alberto Furque                                                  ;88;15;Mendoza Province ;Uco Valley                ;                 ;Michael Schachner ;@wineschach     ;Bodega Aconquija 2006 Alberto Furque Malbec (Uco Valley)                                          ;Malbec                    ;Bodega Aconquija               ;Wine Malbec   
114124;Argentina;Crisp cherry and plum aromas are gritty. This Malbec shows wiry acidity but the palate is still a touch soupy. Salty plum and oak spice flavors include notes of clove and pepper. As a whole, this is oaky and fairly heavy.                                                                                                           ;Pizzella                                                        ;86;18;Mendoza Province ;Mendoza                   ;                 ;Michael Schachner ;@wineschach     ;La Posta 2015 Pizzella Malbec (Mendoza)                                                           ;Malbec                    ;La Posta                       ;Wine Malbec   
114132;Argentina;Leather, raisin, cherry and mild green aromas feed into a full, chewy palate that's kind of blocky. Medicinal, herbal plum and berry flavors are standard and finish with herbal, spicy notes.                                                                                                                                          ;Alma Mora                                                       ;86;10;Other            ;San Juan                  ;                 ;Michael Schachner ;@wineschach     ;Finca Las Moras 2016 Alma Mora Malbec (San Juan)                                                  ;Malbec                    ;Finca Las Moras                ;Wine Malbec   
114206;Argentina;Inky, black aromas of asphalt, licorice and shoe polish hit hard, and the alcohol is immediately evident. This is gigantic in the mouth and carries some burn, but flavors of coffee, chocolate cake and wild berry are exotic and finish firm and generous, with multiple layers. Drink this ripe Malbec through 2018.                 ;Reserva La Consulta Vineyard                                    ;92;34;Mendoza Province ;Uco Valley                ;                 ;Michael Schachner ;@wineschach     ;Altocedro 2012 Reserva La Consulta Vineyard Malbec (Uco Valley)                                   ;Malbec                    ;Altocedro                      ;Wine Malbec   
114226;Argentina;Concentrated berry and mossy aromas are inviting and introduce a fresh palate that rolls comfortably along. Black fruit, spice, herb and licorice flavors finish minty, spicy and long. This wine is from the Tupungato region, and it shows: It's balanced and herbal, but also loaded with fruit.                                     ;Synthesis                                                       ;92;35;Mendoza Province ;Tupungato                 ;                 ;Michael Schachner ;@wineschach     ;Finca Sophenia 2012 Synthesis Malbec (Tupungato)                                                  ;Malbec                    ;Finca Sophenia                 ;Wine Malbec   
114246;US       ;This is a forward, fruity take on the grape, mixing plum and berry and vivid citrus components. Oak aging brings in dark chocolate highlights, which complement the highlights of candied orange peel in the finish.                                                                                                                    ;Reserve                                                         ;88;35;Oregon           ;Rogue Valley              ;Southern Oregon  ;Paul Gregutt      ;@paulgwine      ;Grizzly Peak 2013 Reserve Malbec (Rogue Valley)                                                   ;Malbec                    ;Grizzly Peak                   ;Wine Malbec   
114324;US       ;Coconut, vanilla and spice aromas are at the fore, with the fruit seeming a bit dried out. The black-plum flavors show pleasing depth, with baking-spice flavors speckled throughout. The wood is primary but it's still appealing.                                                                                                     ;Reserve                                                         ;88;23;Washington       ;Columbia Valley (WA)      ;Columbia Valley  ;Sean P. Sullivan  ;@wawinereport   ;Waterbrook 2014 Reserve Malbec (Columbia Valley (WA))                                             ;Malbec                    ;Waterbrook                     ;Wine Malbec   
114688;Argentina;Raspberry and rubber-band aromas lead to a saturated palate with full tannnins and flavors of plum and plum skins. A mildly hot finish with grapeskin residue maintains the high volume this Malbec is putting out.                                                                                                                     ;Estancia Argentina                                              ;86;10;Mendoza Province ;Mendoza                   ;                 ;Michael Schachner ;@wineschach     ;Marco Zunino 2014 Estancia Argentina Malbec (Mendoza)                                             ;Malbec                    ;Marco Zunino                   ;Wine Malbec   
114732;France   ;Wood aged and serious, this is a finely balanced wine. Its spice and toast notes are beginning to come together with its young, exuberant fruit and acidity. Black currant flavors dominate, giving it a crisp, juicy edge. Drink this impressive wine from 2021.                                                                       ;Prestige                                                        ;93;24;Southwest France ;Cahors                    ;                 ;Roger Voss        ;@vossroger      ;Château Haut-Monplaisir 2014 Prestige Malbec (Cahors)                                             ;Malbec                    ;Château Haut-Monplaisir        ;Wine Malbec   
114734;France   ;This serious, ageworthy wine is the top in the series of three wines from the Moinié estate. It's powerful and perfumed, with rich dark chocolate and superripe black plum and berry flavors. The tannins are still firm, showing its considerable potential. Wait until at least 2021 before drinking.                                 ;Eternellement                                                   ;93;44;Southwest France ;Cahors                    ;                 ;Roger Voss        ;@vossroger      ;Château Ponzac 2015 Eternellement Malbec (Cahors)                                                 ;Malbec                    ;Château Ponzac                 ;Wine Malbec   
114812;US       ;"Tart and leafy, this pure Malbec shows good grip and concentration. Sour raspberry fruit flavors and sharp acids are complemented with barrel spice from aging in once-used French oak. This tastes like a good wine from young vines; it may improve for a couple of years, but it's best for near-term drinking.                      ";                                                                ;89;35;Washington       ;Columbia Valley (WA)      ;Columbia Valley  ;Paul Gregutt      ;@paulgwine      ;Hestia Cellars 2008 Malbec (Columbia Valley (WA))                                                 ;Malbec                    ;Hestia Cellars                 ;Wine Malbec   
114902;US       ;This wine is serious in style, from the deep, dark color to the tempting touch of oak in the aroma to the plump but tangy fruit flavors. Its full body and nicely tannic texture gives it some grip on the palate.                                                                                                                      ;                                                                ;88;32;California       ;Livermore Valley          ;Central Coast    ;Jim Gordon        ;@gordone_cellars;Cuda Ridge Wines 2013 Malbec (Livermore Valley)                                                   ;Malbec                    ;Cuda Ridge Wines               ;Wine Malbec   
115094;Argentina;Much better than the 2009, this Malbec opens with menthol, leather and herb aromas along with notes of berries. It feels deep, with a medium body and sweet, friendly, flavors of blackberry, brown sugar and chocolate. The finish tastes slightly candied.                                                                            ;                                                                ;88;20;Mendoza Province ;Mendoza                   ;                 ;Michael Schachner ;@wineschach     ;Casarena 2010 Malbec (Mendoza)                                                                    ;Malbec                    ;Casarena                       ;Wine Malbec   
115206;Argentina;Round aromas of chocolate-covered raisin set up a loaded palate. Salty berry, cassis, baking-spice and chocolate flavors finish with a full helping of berry and plum fruit, while this maintains a moderately full outlook on the finish. Drink through 2021.                                                                          ;Don Juan Nahuel                                                 ;91;32;Mendoza Province ;Mendoza                   ;                 ;Michael Schachner ;@wineschach     ;Cielo y Tierra 2012 Don Juan Nahuel Malbec (Mendoza)                                              ;Malbec                    ;Cielo y Tierra                 ;Wine Malbec   
115292;Argentina;"The bouquet on this Malbec is just right; it shows integrated aromas of smoke, cola, blackberry, cherry and brown sugar. The palate offers strong acidity, which keeps the wine racy. Black-fruit flavors dry up on the finish, which is a bit acidic. This is very good but lacks complexity.                                          ";                                                                ;89;28;Mendoza Province ;Mendoza                   ;                 ;Michael Schachner ;@wineschach     ;Pentagon 2011 Malbec (Mendoza)                                                                    ;Malbec                    ;Pentagon                       ;Wine Malbec   
115656;Argentina;Meaty, minty scents accent core cassis, jammy blackberry and oaky aromas. In the mouth, this benchmark Argentinean Malbec is tight and structured, with no flab or excess weight. An exotic mix of blueberry, cassis and Middle East spices finish long, with oak-driven lemony snap. Drink through 2020.                               ;Catena Alta Historic Rows                                       ;91;60;Mendoza Province ;Mendoza                   ;                 ;Michael Schachner ;@wineschach     ;Bodega Catena Zapata 2011 Catena Alta Historic Rows Malbec (Mendoza)                              ;Malbec                    ;Bodega Catena Zapata           ;Wine Malbec   
115998;Argentina;This is an admirable aged Malbec, but it's definitely tannic and tough. The nose is hard and rubbery, with tire, mushroom, graphite and black cherry aromas. Feels tight as nails, with burnt caramel, tomato, green herb and cassis flavors. This finishes with some warmth.                                                           ;FLM Gran Reserva                                                ;88;60;Mendoza Province ;Mendoza                   ;                 ;Michael Schachner ;@wineschach     ;Finca Los Maza 2004 FLM Gran Reserva Malbec (Mendoza)                                             ;Malbec                    ;Finca Los Maza                 ;Wine Malbec   
116236;Argentina;Savory and meaty on first take, with ample berry on the nose as warmth and leather seep through. The palate is round and healthy, with a mix of succulent berry and savory spice and leather pumping up the flavor profile. Spicy and chocolaty on the finish.                                                                          ;                                                                ;89;13;Mendoza Province ;Mendoza                   ;                 ;Michael Schachner ;@wineschach     ;Notro 2009 Malbec (Mendoza)                                                                       ;Malbec                    ;Notro                          ;Wine Malbec   
116414;Argentina;Dark spicy aromas of black plum and black currant are solid. In the mouth, this is saturated and hard, with heavy overall density and strong tannins. A dark, spicy, blackened set of dark-berry flavors finishes with more spice and mint than fruit.                                                                                  ;HD Clásico                                                      ;88;22;Mendoza Province ;Uco Valley                ;                 ;Michael Schachner ;@wineschach     ;Durigutti 2013 HD Clásico Malbec (Uco Valley)                                                     ;Malbec                    ;Durigutti                      ;Wine Malbec   
116566;France   ;A senior version of Purple, this wood-aged wine is smooth, soft and generous, with attractive mint perfumes along with toast. Big black plum fruits are generous and warm, while still solid with tannins. The wine is drinkable, although it will be better in 2017.                                                                   ;Purple Réserve                                                  ;88;30;Southwest France ;Cahors                    ;                 ;Roger Voss        ;@vossroger      ;Château Lagrézette 2012 Purple Réserve Malbec (Cahors)                                            ;Malbec                    ;Château Lagrézette             ;Wine Malbec   
116726;Argentina;Challenging aromas of roasted beet, horseradish, herbal blackberry and animal hide lead to a meaty dense palate with rock-hard tannins. Flavors of black plum, blackberry and toasty oak are fiery, intense and carry over to a hot finish.                                                                                             ;                                                                ;89;20;Mendoza Province ;Uco Valley                ;                 ;Michael Schachner ;@wineschach     ;Benvenuto de la Serna 2014 Malbec (Uco Valley)                                                    ;Malbec                    ;Benvenuto de la Serna          ;Wine Malbec   
116748;Chile    ;Damp, herbal aromas of pine, juniper and olive blend with black-fruit scents. Dense and mouthfilling, it features flavors of black fruits, savory spices and rubber that finish herbal and a mile long. This may benefit by waiting until 2015–2016 in bottle.                                                                          ;Unfiltered                                                      ;87;25;Casablanca Valley;                          ;                 ;Michael Schachner ;@wineschach     ;Loma Larga 2010 Unfiltered Malbec (Casablanca Valley)                                             ;Malbec                    ;Loma Larga                     ;Wine Malbec   
117132;Argentina;Decayed fruit aromas are less than fresh. This is uncomfortable on the palate, with flavors of weedy berry and mint. Short and medicinal on the finish.                                                                                                                                                                                 ;Made with Organic Grapes                                        ;81;15;Mendoza Province ;Mendoza                   ;                 ;Michael Schachner ;@wineschach     ;VinEcol 2012 Made with Organic Grapes Malbec (Mendoza)                                            ;Malbec                    ;VinEcol                        ;Wine Malbec   
117202;France   ;This ripe, sweet wine is rich and full of dried and fresh fruit flavors. It is spicy, with a touch of spirit on the palate as well as bold black-plum fruit, dense tannins and a sweet aftertaste. Drink from 2017.                                                                                                                     ;Le Cèdre Vintage                                                ;88;33;France Other     ;Vin de Liqueur            ;                 ;Roger Voss        ;@vossroger      ;Château du Cèdre 2012 Le Cèdre Vintage Malbec (Vin de Liqueur)                                    ;Malbec                    ;Château du Cèdre               ;Wine Malbec   
117216;France   ;The third and most impressive wine in a series of single-vineyard wines, from the 900-foot plateau above the Lot River. This is a wine to age, very mineral in character and very structured, with tight tannins. Keep for six years and more.                                                                                          ;Clos Triguedina Les Petites Cailles                             ;94;30;Southwest France ;Cahors                    ;                 ;Roger Voss        ;@vossroger      ;Jean-Luc Baldès 2007 Clos Triguedina Les Petites Cailles Malbec (Cahors)                          ;Malbec                    ;Jean-Luc Baldès                ;Wine Malbec   
117224;France   ;With its firm, black fruits, this is a very chunky wine, mineral in character. It has tension, with tannins layered with intense flavors, very structured. It needs aging. One of a series of single-vineyard wines created by Jean-Luc Baldès.                                                                                         ;Clos Triguedina Les Galets                                      ;93;30;Southwest France ;Cahors                    ;                 ;Roger Voss        ;@vossroger      ;Jean-Luc Baldès 2007 Clos Triguedina Les Galets Malbec (Cahors)                                   ;Malbec                    ;Jean-Luc Baldès                ;Wine Malbec   
117394;Argentina;A big and mauling version of Malbec. The nose is minty and dark, while the palate runs syrupy and full, with heavy black-fruit flavors darkened even more by a persistent peppery streak. Much less restrained and elegant than the Kaiken Ultra.                                                                                       ;                                                                ;85;14;Mendoza Province ;Mendoza                   ;                 ;Michael Schachner ;@wineschach     ;Kaiken 2005 Malbec (Mendoza)                                                                      ;Malbec                    ;Kaiken                         ;Wine Malbec   
117404;Argentina;Meaty, herbal and foresty on the nose, all of which are typical aromas for this Salta-bred Malbec. Linear in the mouth and acidic as it tastes exotic due to herbal notes and eucalyptus. On the other hand it's full of blackberry and chocolaty richness. Crisp and nicely built on the finish.                                       ;Estate                                                          ;88;25;Other            ;Calchaquí Valley          ;                 ;Michael Schachner ;@wineschach     ;Colomé 2009 Estate Malbec (Calchaquí Valley)                                                      ;Malbec                    ;Colomé                         ;Wine Malbec   
117410;Argentina;Big and boisterous on the nose, with ripe plum, berry, smoke and meaty aromas. Mouthfilling and edgy feeling, with bold berry and plum flavors that feature an herbal, peppery aftertaste. Earthy and herbal leaning on the lengthy finish.                                                                                             ;                                                                ;88;18;Mendoza Province ;Mendoza                   ;                 ;Michael Schachner ;@wineschach     ;Lagarde 2010 Malbec (Mendoza)                                                                     ;Malbec                    ;Lagarde                        ;Wine Malbec   
117558;US       ;A lightly volatile tilt to this wine provides some distraction from its aromas and flavors of dark fruit, vanilla, leather and dates. The juicy dark fruit, abundant vanilla flavors and tart acidity provide a counterpoint.                                                                                                           ;Northridge Vineyard                                             ;88;38;Washington       ;Wahluke Slope             ;Columbia Valley  ;Sean P. Sullivan  ;@wawinereport   ;Bunnell 2010 Northridge Vineyard Malbec (Wahluke Slope)                                           ;Malbec                    ;Bunnell                        ;Wine Malbec   
117560;US       ;The oak (40% new Hungarian and American) brings a sense of spiciness to the aromas, which also display notes of dill and plum. Flavors show weight and intensity, with citric acidity drawing out the finish.                                                                                                                           ;                                                                ;88;38;Washington       ;Columbia Valley (WA)      ;Columbia Valley  ;Sean P. Sullivan  ;@wawinereport   ;Cave B 2012 Malbec (Columbia Valley (WA))                                                         ;Malbec                    ;Cave B                         ;Wine Malbec   
117676;Chile    ;A little oaky and leathery at first, but as a whole this wine sings a nice song. The palate is firm and structured, with a lot of forward oak as well as juicy wild blackberry flavors. Lightly roasted and salinic on the finish, with length.                                                                                         ;Vernus                                                          ;88;17;Colchagua Valley ;                          ;                 ;Michael Schachner ;@wineschach     ;Santa Helena 2008 Vernus Malbec (Colchagua Valley)                                                ;Malbec                    ;Santa Helena                   ;Wine Malbec   
117840;France   ;This is a serious, dark and brooding wine. Powerful tannins and dense structure along with layers of concentrated black fruits all point to a wine for long-term aging. The mineral texture and pronounced acidity add to the longevity of this impressive wine. Drink from 2019.                                                       ;                                                                ;94;50;Southwest France ;Cahors                    ;                 ;Roger Voss        ;@vossroger      ;Château Lagrézette 2012 Malbec (Cahors)                                                           ;Malbec                    ;Château Lagrézette             ;Wine Malbec   
118044;Argentina;This is rough and gritty smelling, with burnt, stalky berry aromas. It feels straightforward, with rubbery-tasting berry flavors that lead to a sweet, warm finish.                                                                                                                                                                     ;Sustainably Farmed                                              ;82;10;Mendoza Province ;Mendoza                   ;                 ;Michael Schachner ;@wineschach     ;Árido 2010 Sustainably Farmed Malbec (Mendoza)                                                    ;Malbec                    ;Árido                          ;Wine Malbec   
118214;Argentina;Ripe berry aromas are darkened by heavy notes of tarry asphalt and barrel char. This feels full and chewy, with peppery flavors of dusty spice, hickory smoke and black fruits. A short, bold finish is firm but low on fruit.                                                                                                          ;Selected Vineyards                                              ;88;15;Mendoza Province ;Mendoza                   ;                 ;Michael Schachner ;@wineschach     ;Siete Fincas 2013 Selected Vineyards Malbec (Mendoza)                                             ;Malbec                    ;Siete Fincas                   ;Wine Malbec   
118242;Argentina;Concentrated, ripe blackberry and cassis aromas come with peppery spice and cedary oak notes. This is big and generous on the palate, with roasted, well-oaked blackberry flavors. A touch of heat lends sizzle to the finish. Drink through 2020.                                                                                      ;The Apple Doesn't Fall Far From The Tree                        ;91;30;Mendoza Province ;Mendoza                   ;                 ;Michael Schachner ;@wineschach     ;Matias Riccitelli 2013 The Apple Doesn't Fall Far From The Tree Malbec (Mendoza)                  ;Malbec                    ;Matias Riccitelli              ;Wine Malbec   
118244;Argentina;Smoky aromas of fresh-cut wood blend with berry and cassis form a welcoming, generous bouquet. This feels lively on the palate, albeit tartaric. Oaky plum, cassis and vanilla flavors finish full and agreeable. Drink through 2019.                                                                                                   ;Alegoría Gran Reserva                                           ;91;25;Mendoza Province ;Mendoza                   ;                 ;Michael Schachner ;@wineschach     ;Navarro Correas 2011 Alegoría Gran Reserva Malbec (Mendoza)                                       ;Malbec                    ;Navarro Correas                ;Wine Malbec   
118254;US       ;Boysenberries and olallieberries explode on the nose of this bottling by the ever-adventurous Riboli family, bolstered by dried tarragon and turned earth. It is wondrously smooth and silky on the sip, with rising blueberry fruit and tons of depth, offering dried sage and other roasting herbs as well as dark chocolate and espre;                                                                ;93;30;California       ;Paso Robles               ;Central Coast    ;Matt Kettmann     ;@mattkettmann   ;Opaque 2011 Malbec (Paso Robles)                                                                  ;Malbec                    ;Opaque                         ;Wine Malbec   
118368;Argentina;elon and peach aromas create a bouquet that's nondescript. This feels solid in the mouth, with acidic cut. Flavors of nectarine run sweet, while the finish takes on a cloying feel as it delivers thick melon and peach flavors. Drink now or wait for the 2013 vintage.                                                               ;Phebus Rosé                                                     ;84;12;Mendoza Province ;Mendoza                   ;                 ;Michael Schachner ;@wineschach     ;Fabre Montmayou 2012 Phebus Rosé Malbec (Mendoza)                                                 ;Malbec                    ;Fabre Montmayou                ;Wine Malbec   
118382;Argentina;Bland berry aromas precede a pasty feeling, cloying palate with lactic, creamy flavors of oak and generic berry fruits. This is drying on the finish.                                                                                                                                                                                   ;                                                                ;83;10;Mendoza Province ;Mendoza                   ;                 ;Michael Schachner ;@wineschach     ;Tierra de Antes 2011 Malbec (Mendoza)                                                             ;Malbec                    ;Tierra de Antes                ;Wine Malbec   
118950;Argentina;Soapy, floral aromas are more like those of a scented candle than most Malbecs. Next is an astringent, raw palate with sketchy plum flavors and bitterness to the finish. This doesn't taste convincingly natural.                                                                                                                      ;Padrillos                                                       ;80;12;Mendoza Province ;Mendoza                   ;                 ;Michael Schachner ;@wineschach     ;Ernesto Catena 2014 Padrillos Malbec (Mendoza)                                                    ;Malbec                    ;Ernesto Catena                 ;Wine Malbec   
119022;US       ;There is a hearty amount of smoke on the nose of this bottling, with oak and wildfire notes giving warmth to the strawberry, graphite and sandalwood aromas. That smoke carries into the palate, where black plum fruit meets with mocha flavor.                                                                                        ;                                                                ;88;30;California       ;Santa Barbara County      ;Central Coast    ;Matt Kettmann     ;@mattkettmann   ;Rancho Sisquoc 2014 Malbec (Santa Barbara County)                                                 ;Malbec                    ;Rancho Sisquoc                 ;Wine Malbec   
119056;Argentina;A heady wine with mocha, chocolate, balsamic notes and black fruit on the bouquet. At first it seems thick and dumbed down, but it opens up to display bold berry flavors, stewed fruit, chocolate and savory accents. It's just lively enough, but overall this ranks as a saturated, bulky, round wine that falls squarely into the ca;Cadus Single Vineyard                                           ;88;45;Mendoza Province ;Mendoza                   ;                 ;Michael Schachner ;@wineschach     ;Nieto Senetiner 2006 Cadus Single Vineyard Malbec (Mendoza)                                       ;Malbec                    ;Nieto Senetiner                ;Wine Malbec   
119244;US       ;Aromas of cooked red cherry, blackberry liqueur and smoke waft from the glass. Layers of flavor emerge once sipped—cassis, elderberry jam, cracked pepper, cardamom and espresso—proving more approachable than heavily tannic versions of the grape.                                                                                   ;Hidden Path Estate Grown                                        ;91;46;California       ;Paso Robles               ;Central Coast    ;Matt Kettmann     ;@mattkettmann   ;Burbank Ranch 2012 Hidden Path Estate Grown Malbec (Paso Robles)                                  ;Malbec                    ;Burbank Ranch                  ;Wine Malbec   
119258;France   ;Richly satisfying this offers powerful tannins and equally powerful, juicy fruits. It has a great sense of structure, density and potential. Ripe berry and black plum fruits push through the impressive tannins to produce a wine that is developing well, although it will need several more years. Drink from 2018.                 ;Château Léret Monpezat                                          ;91;22;Southwest France ;Cahors                    ;                 ;Roger Voss        ;@vossroger      ;Georges Vigouroux 2011 Château Léret Monpezat Malbec (Cahors)                                     ;Malbec                    ;Georges Vigouroux              ;Wine Malbec   
119298;Argentina;Berry and black plum aromas build the nose. It's bold but a little acidic, with medium intensity and weight supporting snappy flavors of wild blackberry and slightly tart plum. The finish is quick and juicy.                                                                                                                         ;Reserve                                                         ;87;15;Mendoza Province ;Mendoza                   ;                 ;Michael Schachner ;@wineschach     ;Caligiore 2010 Reserve Malbec (Mendoza)                                                           ;Malbec                    ;Caligiore                      ;Wine Malbec   
119460;Argentina;Candied cherry and raspberry aromas are dilute by Mendoza standards. The palate is regular at best, with juicy generic flavors of plum and raspberry. This finishes raw in feel, with little depth of flavor.                                                                                                                           ;1922                                                            ;83;16;Mendoza Province ;Mendoza                   ;                 ;Michael Schachner ;@wineschach     ;Simonassi 2010 1922 Malbec (Mendoza)                                                              ;Malbec                    ;Simonassi                      ;Wine Malbec   
119480;Argentina;Stalky, earthy berry aromas are O.K. but lack freshness. This feels more flabby and heavy than vital, with stalky flavors of turned earth and stewed plum. A muddled finish is pretty much as expected given what's come before.                                                                                                        ;                                                                ;83;13;Mendoza Province ;Mendoza                   ;                 ;Michael Schachner ;@wineschach     ;Tierra Brisa 2012 Malbec (Mendoza)                                                                ;Malbec                    ;Tierra Brisa                   ;Wine Malbec   
119786;Argentina;Depth and complexity are key parts of this ripe Malbec that opens with hints of mushroom and stewed berry fruits along with cedary oak and tobacco. Mature and dense on the palate, this mixes blackberry fruit with raisin and prune, then follows with tea, spice and chocolate flavors on the back palate and finish. Drink now.     ;El Capitan Reserva                                              ;90;15;Mendoza Province ;Mendoza                   ;                 ;Michael Schachner ;@wineschach     ;Finca Adelma 2012 El Capitan Reserva Malbec (Mendoza)                                             ;Malbec                    ;Finca Adelma                   ;Wine Malbec   
119930;Argentina;Cool, earthy aromas of wild berry, herbs and graham cracker set up an angular feeling palate with plenty of acidic pop. The flavor profile features reedy raspberry and plum flavors accented by bacon flavors, while the finish is long, narrow, firm in feel and a touch hot. Drink through 2019.                                     ;Bramare                                                         ;91;45;Mendoza Province ;Uco Valley                ;                 ;Michael Schachner ;@wineschach     ;Viña Cobos 2011 Bramare Malbec (Uco Valley)                                                       ;Malbec                    ;Viña Cobos                     ;Wine Malbec   
119974;Argentina;Deep cool aromas of cola and toast blend with sweeter notes of maple and blackberry on this lush full-bodied Malbec. Flavors of blackberry, boysenberry, coffee, mocha and black pepper finish nicely on a well-cut, well-proportioned finish. Drink through 2020.                                                                      ;Old Vine Reserva                                                ;91;33;Mendoza Province ;Luján de Cuyo             ;                 ;Michael Schachner ;@wineschach     ;Fincas Don Martino 2013 Old Vine Reserva Malbec (Luján de Cuyo)                                   ;Malbec                    ;Fincas Don Martino             ;Wine Malbec   
